"","Latitude","Longitude","Borough","Job.Type","Permit.Type","Job.Number","BIN","Permit.Filing.Status","Job.Type2","Cost.Estimate","Enlargement.Flag","Square.Footage","Permit.Issuance.Date","Permit.Expiration.Date","Job.Location.House.Number","Job.Location.Street.Name","Community.Board","General.Contractor","Proposed.Occupancy.Class","Proposed.Stories","Proposed.Dwelling.Units","Accident_Pred","Accident_Prob.0","Accident_Prob.1"
"455",40.62601,-73.98067,"Brooklyn","A1","ALT 1 Enlargement","321610011","3129733","I","A1",   618009,"Yes",   2004,"2017-12-12","2018-09-28","1866","51 STREET","312","ALEF CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"456",40.62608,-73.94936,"Brooklyn","A1","ALT 1 Enlargement","321788776","3207734","I","A1",    78744,"Yes",    297,"2018-08-09","2019-04-19","1015","EAST 27 STREET","314","INGENUITY CONSTRUCTION CO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"457",40.62617,-74.13326,"Staten Island","NB","New Building","520284497","5170408","I","NB",   169312,"No",   1144,"2018-02-07","2019-02-07","1298","FOREST AVENUE","501","NATIONAL HOMES INC","MERCANTILE", 1,NA,"0",0.994834788,0.005165212
"458",40.62638,-74.13318,"Staten Island","NB","New Building","520284503","5168997","I","NB",   210604,"No",   1423,"2018-02-07","2019-02-07","1300","FOREST AVENUE","501","NATIONAL HOMES INC","MERCANTILE", 1,NA,"0",0.994834788,0.005165212
"459",40.62704,-73.96891,"Brooklyn","NB","New Building","321532285","3170504","I","NB",   503052,"No",   3399,"2018-04-19","2018-10-31","719","AVENUE I","312","PLATINUM RENOVATIONS 1 LL","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"460",40.62706,-74.01201,"Brooklyn","A1","ALT 1 Enlargement","320910449","3146849","I","A1",   220000,"Yes",   1177,"2018-06-08","2019-02-25","965","71 ST","310","KTC DESIGN GROUP INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"461",40.62733,-73.98577,"Brooklyn","A1","ALT 1 Enlargement","320326009","3130200","I","A1",   128700,"Yes",   1013,"2018-05-14","2018-12-13","5304","17TH AVENUE","312","BLUE DREAM BUILDERS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"462",40.62740,-74.12444,"Staten Island","NB","New Building","520293575","5006279","I","NB",   457320,"No",   3090,"2018-04-04","2018-09-08","1051","FOREST AVENUE","501","D.C.F. CONTRACTING INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"463",40.62748,-73.96533,"Brooklyn","NB","New Building","321188102","3179194","I","NB",  7705028,"No",  52061,"2018-08-03","2019-04-08","1241","CONEY ISLAND AVENUE","314","SNL CONSTRUCTION LLC","STORAGE: MODERATE HAZARD", 4,NA,"0",0.994834788,0.005165212
"464",40.62769,-73.97891,"Brooklyn","A1","ALT 1 Enlargement","321566612","3129086","I","A1",   766499,"Yes",   1097,"2018-01-31","2018-11-25","1868","48 ST","312","PRESTIGE CONSTRUCTION NY","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"465",40.62795,-74.11650,"Staten Island","A1","ALT 1 Enlargement","520296180","5008481","I","A1",    52800,"Yes",    263,"2017-11-29","2018-11-29","105","PURCELL STREET","501","N/A","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"466",40.62815,-73.99479,"Brooklyn","A1","ALT 1 Enlargement","321657827","3140802","I","A1",   748000,"Yes",    714,"2018-06-21","2018-10-31","1420","58 ST","312","PLATINUM RENOVATIONS 1 LL","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"467",40.62868,-74.00182,"Brooklyn","A1","ALT 1 Enlargement","321561984","3141551","I","A1",   325170,"Yes",   1597,"2018-03-21","2018-11-21","1208","TABOR COURT","310","Z&C HONGDA CONSTRUC INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"468",40.62902,-74.16445,"Staten Island","NB","New Building","520332097","5170739","I","NB",   304880,"No",   2060,"2018-07-16","2019-03-12","449","NETHERLAND AVENUE","501","MP REALTY HOLDING CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"469",40.62923,-74.16417,"Staten Island","NB","New Building","520332088","5028304","I","NB",   304880,"No",   2060,"2018-07-17","2019-03-12","447","NETHERLAND AVENUE","501","MP REALTY HOLDING CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"470",40.62938,-74.11291,"Staten Island","NB","New Building","520279243","5166268","I","NB",   210604,"No",   1423,"2018-04-25","2019-04-25","723","FOREST AVE","501","J.M.C. CONTRACTING CORP","MERCANTILE", 1,NA,"0",0.994834788,0.005165212
"471",40.62954,-74.11324,"Staten Island","NB","New Building","520264810","5166269","I","NB",   201280,"No",   1360,"2018-04-18","2018-08-23","721","FOREST AVE","501","J.M.C. CONTRACTING CORP","MERCANTILE", 1,NA,"0",0.994834788,0.005165212
"472",40.62957,-74.11306,"Staten Island","NB","New Building","520264730","5170507","I","NB",   208976,"No",   1412,"2018-05-09","2018-08-23","719","FOREST AVE","501","J.M.C. CONTRACTING CORP","MERCANTILE", 1,NA,"0",0.994834788,0.005165212
"473",40.62975,-73.98227,"Brooklyn","NB","New Building","321414858","3425482","I","NB",  1304916,"No",   8817,"2018-05-09","2018-11-13","1706","48 STREET","312","CITYSCAPE BUILDERS LLC","RESIDENTIAL: APARTMENT HOUSES", 3,  3,"0",0.994834788,0.005165212
"474",40.62979,-74.12992,"Staten Island","NB","New Building","520312698","5170131","I","NB",   325304,"No",   2198,"2017-11-20","2018-11-20","295","JEWETT  AVENUE","501","A.E.H BUILDERS CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"475",40.62981,-74.13018,"Staten Island","NB","New Building","520312705","5169237","I","NB",   311984,"No",   2108,"2017-11-20","2018-11-20","297","JEWETT  AVENUE","501","A.E.H BUILDERS CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"476",40.63059,-74.02975,"Brooklyn","A1","ALT 1 Enlargement","320910555","3149178","I","A1",   487020,"Yes",     92,"2018-08-02","2019-04-04","237","77TH STREET","310","EMPRISE CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"477",40.63094,-74.07832,"Staten Island","NB","New Building","520326166","5013497","I","NB",   486624,"No",   3288,"2018-06-12","2019-01-06","296","VAN DUZER ST","501","OVER DEVELOPEMENT LTD","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"478",40.63112,-74.07832,"Staten Island","NB","New Building","520326139","5170458","I","NB",    28120,"No",    190,"2018-06-19","2019-01-06","58 GAR","WILLIAM STREET","501","OVER DEVELOPEMENT LTD","UTILITY / MISCELLANEOUS", 1,  0,"0",0.994834788,0.005165212
"479",40.63112,-74.07832,"Staten Island","NB","New Building","520326175","5170457","I","NB",   508824,"No",   3438,"2018-06-12","2019-01-06","58","WILLIAM STREET","501","OVER DEVELOPEMENT LTD","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"480",40.63113,-74.07836,"Staten Island","NB","New Building","520326148","5170460","I","NB",    28120,"No",    190,"2018-06-19","2019-06-19","60 GAR","WILLIAM STREET","501","OVER DEVELOPEMENT LTD","UTILITY / MISCELLANEOUS", 1,  0,"0",0.994834788,0.005165212
"481",40.63113,-74.07836,"Staten Island","NB","New Building","520326184","5170459","I","NB",   508824,"No",   3438,"2018-06-12","2019-01-06","60","WILLIAM STREET","501","OVER DEVELOPEMENT LTD","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"482",40.63115,-74.07840,"Staten Island","NB","New Building","520326157","5170462","I","NB",    28120,"No",    190,"2018-06-19","2019-01-06","62 GAR","WILLIAM STREET","501","OVER DEVELOPEMENT LTD","UTILITY / MISCELLANEOUS", 1,  0,"0",0.994834788,0.005165212
"483",40.63115,-74.07840,"Staten Island","NB","New Building","520326193","5170461","I","NB",   520812,"No",   3519,"2018-06-12","2019-01-06","62","WILLIAM STREET","501","OVER DEVELOPEMENT LTD","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"484",40.63123,-73.98688,"Brooklyn","NB","New Building","321646670","3129155","I","NB",  1714728,"No",  11586,"2018-03-20","2019-01-01","1549","50 STREET","312","ROYAL HOME IMPROVEMENTS I","RESIDENTIAL: APARTMENT HOUSES", 4,  6,"0",0.994834788,0.005165212
"485",40.63131,-74.09866,"Staten Island","A1","ALT 1 Enlargement","520136077","5006725","I","A1",   217060,"Yes",    325,"2018-06-08","2019-02-27","282","FOREST AVENUE","501","J. SMITH CONSTRUCTION INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"486",40.63152,-73.98901,"Brooklyn","NB","New Building","321642246","3138112","I","NB",  2934396,"No",  19827,"2018-06-19","2019-06-19","5022","15TH AVENUE","312","SUCCESS CUSTOM BUILDERS I","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.882221227,0.117778773
"487",40.63152,-73.98283,"Brooklyn","NB","New Building","321480535","3424629","I","NB",   964812,"No",   6519,"2017-10-31","2018-10-31","1651","47 STREET","312","CITYSCAPE BUILDERS LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"488",40.63164,-74.12833,"Staten Island","NB","New Building","520318969","5005746","I","NB",   421800,"No",   2850,"2018-01-29","2019-01-26","2","DRIPROCK STREET","501","SKEN SERVICES CORP","STORAGE: MODERATE HAZARD", 1,NA,"0",0.994834788,0.005165212
"489",40.63174,-74.00073,"Brooklyn","A1","ALT 1 Enlargement","321657872","3140653","I","A1",   699000,"Yes",   3804,"2018-02-15","2019-02-01","1148","58 STREET","312","WJP BUILDERS CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"490",40.63333,-73.94221,"Brooklyn","A1","ALT 1 Enlargement","321660243","3206097","I","A1",   950643,"Yes",   3959,"2018-06-27","2018-11-13","1630","BROOKLYN AVE","317","CITYSCAPE BUILDERS LLC","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"491",40.63336,-73.94192,"Brooklyn","A1","ALT 1 Enlargement","321660234","3425739","I","A1",   950643,"Yes",   4529,"2018-06-27","2018-11-13","1626","BROOKLYN AVE","317","CITYSCAPE BUILDERS LLC","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"492",40.63367,-74.09418,"Staten Island","A1","ALT 1 Enlargement","520310967","5003015","I","A1",   163850,"Yes",    736,"2018-07-25","2019-02-19","20","PORTLAND PLACE","501","MAXIMUM CONTRACTING INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"493",40.63388,-73.94552,"Brooklyn","NB","New Building","321695876","3205965","I","NB",  1039996,"No",   7027,"2018-04-25","2018-11-25","3208","GLENWOOD ROAD","317","PRESTIGE CONSTRUCTION NY","RESIDENTIAL: APARTMENT HOUSES", 4,  9,"0",0.994834788,0.005165212
"494",40.63395,-74.11597,"Staten Island","NB","New Building","520333247","5170566","I","NB",   429200,"No",   2900,"2018-06-26","2019-03-26","38","BRITTON STREET","501","STEADFAST CONSTRUCTION LL","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"495",40.63402,-74.03591,"Brooklyn","A1","ALT 1 Enlargement","321184455","3148116","I","A1",  1273188,"Yes",   2650,"2018-06-27","2019-05-31","7402","NARROWS AVE.","310","TRANSPOL CONTRACTING INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"496",40.63404,-73.97990,"Brooklyn","NB","New Building","321230841","3425780","I","NB",   759980,"No",   5135,"2018-04-26","2018-11-13","1667","42 STREET","312","CITYSCAPE BUILDERS LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"497",40.63408,-74.11644,"Staten Island","NB","New Building","520333283","5170570","I","NB",   429200,"No",   2900,"2018-06-26","2019-03-26","50","BRITTON STREET","501","STEADFAST CONSTRUCTION LL","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"498",40.63409,-74.11636,"Staten Island","NB","New Building","520333265","5170569","I","NB",   429200,"No",   2900,"2018-06-27","2019-03-26","46","BRITTON STREET","501","STEADFAST CONSTRUCTION LL","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"499",40.63409,-74.11632,"Staten Island","NB","New Building","520333274","5170568","I","NB",   429200,"No",   2900,"2018-06-26","2019-03-26","44","BRITTON STREET","501","STEADFAST CONSTRUCTION LL","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"500",40.63409,-73.97997,"Brooklyn","NB","New Building","321230832","3425782","I","NB",   769600,"No",   5200,"2018-04-26","2018-11-13","1663","42 STREET","312","CITYSCAPE BUILDERS LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"501",40.63409,-73.97954,"Brooklyn","NB","New Building","321230823","3425779","I","NB",   788840,"No",   5330,"2018-04-26","2018-11-13","1669","42 STREET","312","CITYSCAPE BUILDERS LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"502",40.63412,-73.96243,"Brooklyn","A1","ALT 1 Enlargement","321189450","3121231","I","A1",   325000,"Yes",    209,"2017-11-09","2018-11-09","7","IRVINGTON PLACE","314","EMPIRE MANAGEMENT & CON*","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  1,"0",0.994834788,0.005165212
"503",40.63412,-73.94568,"Brooklyn","NB","New Building","321695867","3425719","I","NB",  1039996,"No",   7027,"2018-04-19","2018-11-25","3206","GLENWOOD ROAD","317","PRESTIGE CONSTRUCTION NY","RESIDENTIAL: APARTMENT HOUSES", 4,  9,"0",0.994834788,0.005165212
"504",40.63414,-73.98717,"Brooklyn","NB","New Building","321619913","3137046","I","NB",  1063824,"No",   7188,"2018-07-05","2018-11-13","1455","47 STREET","312","CITYSCAPE BUILDERS LLC","RESIDENTIAL: APARTMENT HOUSES", 4,  3,"0",0.994834788,0.005165212
"505",40.63416,-73.97966,"Brooklyn","NB","New Building","321696606","3426135","I","NB",   759980,"No",   5135,"2018-04-26","2018-11-13","1665","42 STREET","312","CITYSCAPE BUILDERS LLC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"506",40.63421,-74.00481,"Brooklyn","A1","ALT 1 Enlargement","321622053","3140584","I","A1",   591000,"Yes",   4547,"2018-07-24","2018-08-15","960","58TH STREET","312","168 CONSTRUCTION CORP","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"507",40.63449,-73.99378,"Brooklyn","NB","New Building","321646714","3138051","I","NB",  1692972,"No",  11439,"2018-08-08","2018-11-25","1259","51 STREET","312","PRESTIGE CONSTRUCTION NY","RESIDENTIAL: APARTMENT HOUSES", 4,  7,"0",0.994834788,0.005165212
"508",40.63473,-74.08586,"Staten Island","A1","ALT 1 Enlargement","520290694","5150536","I","A1",  1000000,"Yes",  25800,"2018-07-03","2019-07-03","307","VICTORY BLVD","501","RENOVATE INC","EDUCATIONAL", 3,  0,"0",0.994834788,0.005165212
"509",40.63479,-74.00637,"Brooklyn","A1","ALT 1 Enlargement","321043642","3140611","I","A1",   450000,"Yes",   2562,"2018-03-29","2018-11-17","903","59TH STREET","312","T&S HOME IMPROVEMENT INC","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"510",40.63486,-74.00741,"Brooklyn","A1","ALT 1 Enlargement","321657300","3140867","I","A1",   150000,"Yes",   3934,"2018-03-07","2019-02-25","870","59TH STREET","312","KTC DESIGN GROUP INC","RESIDENTIAL: APARTMENT HOUSES", 4,  3,"0",0.994834788,0.005165212
"511",40.63489,-73.99747,"Brooklyn","A1","ALT 1 Enlargement","321566596","3138645","I","A1",   850000,"Yes",   1599,"2018-02-28","2018-09-10","1145","53 STREET","312","AIG BUILDERS INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"512",40.63493,-73.93951,"Brooklyn","A1","ALT 1 Enlargement","321482427","3114369","I","A1",    10000,"Yes",      0,"2017-03-27","2018-09-21","906","EAST 39TH STREET","317","MULTI CONSTRUCTION CO INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"513",40.63500,-74.00370,"Brooklyn","A1","ALT 1 Enlargement","321189147","3139941","I","A1",   909800,"Yes",   2821,"2018-03-13","2018-10-27","969","57TH STREET","312","R & S CONSTRUCTION OF NY","RESIDENTIAL: APARTMENT HOUSES", 4,  7,"0",0.994834788,0.005165212
"514",40.63523,-73.94531,"Brooklyn","NB","New Building","321655044","3114052","I","NB",  4559732,"No",  30809,"2018-03-20","2018-09-18","1538","NEW YORK AVENUE","317","DEVELOPING NY STATE LLC","RESIDENTIAL: APARTMENT HOUSES", 6, 36,"0",0.994834788,0.005165212
"515",40.63528,-74.00417,"Brooklyn","A1","ALT 1 Enlargement","321649953","3139948","I","A1",   883000,"Yes",      0,"2018-03-30","2018-08-10","947","57 STREET","312","BUILDERS CONSTRUCTION INC","RESIDENTIAL: APARTMENT HOUSES", 4,  5,"0",0.994834788,0.005165212
"516",40.63531,-74.00571,"Brooklyn","A1","ALT 1 Enlargement","321534265","3140274","I","A1",  1181466,"Yes",   2842,"2018-04-30","2018-08-15","909","58TH STREET","312","168 CONSTRUCTION CORP","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"517",40.63542,-74.00741,"Brooklyn","A1","ALT 1 Enlargement","321499614","3140544","I","A1",  1010968,"Yes",   3367,"2018-05-07","2019-02-26","853","59TH STREET","312","HARRIS HOME REPAIR & DEVE","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"518",40.63554,-73.99402,"Brooklyn","A1","ALT 1 Enlargement","320295514","3137744","I","A1",    95300,"Yes",   1483,"2018-05-02","2019-01-11","1225","50TH STREET","312","CONPLEX CONSTRUCTION, INC","RESIDENTIAL: APARTMENT HOUSES", 4,  3,"0",0.994834788,0.005165212
"519",40.63567,-74.08775,"Staten Island","NB","New Building","520323971","5843236","I","NB",   332556,"No",   2247,"2018-07-10","2019-01-06","45","STANLEY AVE","501","OVER DEVELOPEMENT LTD","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  1,"0",0.994834788,0.005165212
"520",40.63568,-73.98670,"Brooklyn","A1","ALT 1 Enlargement","321195345","3136549","I","A1",   777796,"Yes",   2466,"2018-07-11","2018-11-23","1425","45 ST","312","YANKOVICH CONTRACTING INC","RESIDENTIAL: APARTMENT HOUSES", 4,  3,"0",0.994834788,0.005165212
"521",40.63574,-73.99830,"Brooklyn","A1","ALT 1 Enlargement","321624355","3138605","I","A1",  1069972,"Yes",   2779,"2018-05-18","2019-01-18","1102","52 STREET","312","AA INSPECTION & BUILDING","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
"522",40.63577,-74.16138,"Staten Island","NB","New Building","520322678","5170206","I","NB",   499500,"No",   3375,"2018-08-02","2019-01-06","68","LOCKMAN AVENUE","501","OVER DEVELOPEMENT LTD","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"523",40.63583,-73.99602,"Brooklyn","A1","ALT 1 Enlargement","321512458","3138003","I","A1",   457000,"Yes",   2280,"2018-02-27","2019-01-16","1159","51 STREET","312","TRIPLE J & R INC","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"524",40.63586,-74.16174,"Staten Island","NB","New Building","520322669","5028037","I","NB",   499500,"No",   3375,"2018-08-02","2019-01-06","64","LOCKMAN AVENUE","501","OVER DEVELOPEMENT LTD","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"525",40.63612,-74.00950,"Brooklyn","A1","ALT 1 Enlargement","321472072","3016418","I","A1",   144000,"Yes",   3088,"2018-05-25","2019-02-19","774","59 STREET","307","COS CONSTRUCTION INC","BUSINESS", 4,NA,"0",0.994834788,0.005165212
"526",40.63618,-74.00356,"Brooklyn","A1","ALT 1 Enlargement","321380812","3139561","I","A1",   150000,"Yes",   2516,"2018-05-07","2019-03-30","940","55 STREET","312","OZ BOSPH CONSTRUCTION COR","RESIDENTIAL: APARTMENT HOUSES", 4,  4,"0",0.994834788,0.005165212
"527",40.63618,-73.94554,"Brooklyn","A1","ALT 1 Enlargement","321191679","3114044","I","A1",  1618778,"Yes",   8208,"2018-08-01","2018-11-13","3216","FARRAGUT RD.","317","CITYSCAPE BUILDERS LLC","RESIDENTIAL: APARTMENT HOUSES", 4, 10,"0",0.994834788,0.005165212
"528",40.63630,-73.96130,"Brooklyn","NB","New Building","321122922","3120544","I","NB",  2151920,"No",  14540,"2018-06-14","2019-04-09","1702","NEWKIRK AVENUE","314","INTEMETRIC CONSTRUCTION","RESIDENTIAL: APARTMENT HOUSES", 6, 12,"0",0.994834788,0.005165212
"529",40.63635,-73.94283,"Brooklyn","NB","New Building","321512564","3114174","I","NB",   962000,"No",   6500,"2018-05-02","2019-03-03","3506","FARRAGUT ROAD","317","PREFERRED HOUSING CORP","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"530",40.63635,-73.94283,"Brooklyn","NB","New Building","321512582","3114174","I","NB",   962000,"No",   6500,"2018-05-14","2019-03-03","3506","FARRAGUT ROAD","317","PREFERRED HOUSING CORP","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"531",40.63636,-73.94269,"Brooklyn","NB","New Building","321512608","3425529","I","NB",   962000,"No",   6500,"2018-05-14","2019-03-03","3514","FARRAGUT ROAD","317","PREFERRED HOUSING CORP","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"532",40.63657,-73.94299,"Brooklyn","NB","New Building","321512591","3425627","I","NB",   962000,"No",   6500,"2018-05-14","2019-03-03","3512","FARRAGUT ROAD","317","PREFERRED HOUSING CORP","RESIDENTIAL: APARTMENT HOUSES", 4,  8,"0",0.994834788,0.005165212
"533",40.63681,-73.99554,"Brooklyn","A1","ALT 1 Enlargement","321632024","3137663","I","A1",   345500,"Yes",   2362,"2018-03-21","2018-11-30","1146","49 STREET","312","ROGERS BUILDERS AND DEVEL","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 4,  2,"0",0.994834788,0.005165212
"534",40.63705,-74.03352,"Brooklyn","A1","ALT 1 Enlargement","321624426","3146102","I","A1",   332760,"Yes",   1183,"2017-11-08","2018-09-26","66","70 STREET","310","QUALITA' ITALIA CONTRACTO","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 2,  2,"0",0.994834788,0.005165212
"535",40.63705,-74.00709,"Brooklyn","A1","ALT 1 Enlargement","320912027","3139900","I","A1",   343670,"Yes",   2194,"2018-07-20","2019-03-29","817","57 STREET","312","SMVP MGMT INC","RESIDENTIAL: APARTMENT HOUSES", 3,  4,"0",0.994834788,0.005165212
"536",40.63707,-74.00954,"Brooklyn","A1","ALT 1 Enlargement","321733497","3016196","I","A1",   876460,"Yes",   2305,"2018-07-13","2019-02-26","748","58TH STREET","307","HARRIS HOME REPAIR & DEVE","RESIDENTIAL: 1 & 2 FAMILY HOUSES", 3,  2,"0",0.994834788,0.005165212
